VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
1485,CASTLE BRANDS CORP.,4639,Jeffersons  Ocean Bourbon,58.82,79.99,750.0,191,11234.619999999999,198.0,15838.019999999999,6079.24,156.02,8497.59,4603.4,29.06550187460301,1.036649214659686,1.4097512866478794,58.81999999999999,Large,-411.74
2555,DISARONNO INTERNATIONAL LLC,1212,DiSaronna Amaretto Sour VAP,14.38,21.99,750.0,516,7420.08,352.0,7680.48,4084.1299999999997,277.3,5861.03,260.39999999999964,3.390413099181297,0.6821705426356589,1.0350939612510917,14.379999999999999,Large,2358.32
8004,SAZERAC CO INC,2983,T.T. Handy Sazerac Rye Whisk,59.25,79.99,750.0,93,5510.25,93.0,8369.07,89.99,73.24,50293.62,2858.8199999999997,34.159351039004335,1.0,1.518818565400844,59.25,Large,0.0
12546,JIM BEAM BRANDS COMPANY,1005,Maker's Mark Combo Pack,27.34,34.99,375.0,195,5331.3,162.0,5668.38,2869.1800000000003,63.6,123880.97,337.0799999999999,5.946672594286197,0.8307692307692308,1.0632266051432109,27.34,Large,902.22
10754,PERFECTA WINES,10264,Fort Ross Pnt Nr Sonoma Cst,19.6,29.99,750.0,255,4998.0,178.0,5338.219999999999,2729.0899999999997,19.79,28720.52,340.21999999999935,6.373285477181521,0.6980392156862745,1.0680712284913965,19.6,Large,1509.2
1703,ALISA CARR BEVERAGES,90087,Ch Mouton Rothschild 12 Paui,311.25,469.99,750.0,15,4668.75,17.0,7989.83,1879.96,1.9100000000000001,172.0,3321.08,41.56634121126482,1.1333333333333333,1.711342436412316,311.25,Medium,-622.5
10754,PERFECTA WINES,15688,Cheval Blanc St Emilion 08,299.99,499.99,750.0,12,3599.88,10.0,4499.9,449.99,1.12,28720.52,900.0199999999995,20.000888908642406,0.8333333333333334,1.250013889351867,299.99,Medium,599.98
653,STATE WINE & SPIRITS,23256,Robert Hall Cab Svgn,9.39,13.99,750.0,363,3408.57,257.0,3595.43,1468.95,28.66,8014.9800000000005,186.85999999999967,5.197153052625129,0.7079889807162535,1.0548206432609568,9.39,Large,995.34
90047,CRUSH WINES,23218,Tangent Chard,6.7,9.99,750.0,468,3135.6,335.0,3346.65,1588.41,37.34,1457.73,211.05000000000018,6.306306306306311,0.7158119658119658,1.0673076923076923,6.7,Large,891.1
4425,MARTIGNETTI COMPANIES,33717,Domaine Pallieres Gigondas R,31.97,51.99,750.0,98,3133.06,72.0,3383.28,563.88,8.07,144929.24,250.22000000000025,7.395781608380041,0.7346938775510204,1.0798644137041742,31.97,Large,831.22
480,BACARDI USA INC,2679,Dewars Highlander Honey,14.28,22.99,750.0,206,2941.6800000000003,385.0,7595.15,5083.45,303.47,89286.27,4653.469999999999,61.26896769649052,1.8689320388349515,2.581908977183106,14.280000000000001,Large,-2556.12
3664,WILLIAM GRANT & SONS INC,8385,Glenfiddich 1978 Rare Collct,2713.17,3499.99,750.0,1,2713.17,1.0,3499.99,3499.99,0.79,30234.420000000002,786.8199999999997,22.48063565895902,1.0,1.2900002580007885,2713.17,Small,0.0
9165,ULTRA BEVERAGE COMPANY LLP,22601,Jos Phelps Insignia 11,121.61,179.99,750.0,22,2675.42,17.0,3059.83,1619.91,1.8900000000000001,68054.7,384.40999999999985,12.563116251556455,0.7727272727272727,1.143682113462559,121.61,Large,608.05
4425,MARTIGNETTI COMPANIES,18097,Shafer Relentless Syrah,55.17,79.99,750.0,47,2592.99,32.0,2751.68,1375.84,3.55,144929.24,158.69000000000005,5.767022328177697,0.6808510638297872,1.0611996189726918,55.169999999999995,Large,827.5500000000001
4425,MARTIGNETTI COMPANIES,21277,Nicholson Ranch Chard Son Ct,13.79,19.99,750.0,171,2358.09,255.0,5021.45,2159.8999999999996,28.46,144929.24,2663.3599999999997,53.039659859204015,1.4912280701754386,2.1294564668863356,13.790000000000001,Large,-1158.36
9165,ULTRA BEVERAGE COMPANY LLP,38137,Lange RSV Willamette Pnt Nr,19.99,31.99,750.0,117,2338.83,79.0,2406.21,712.77,8.84,68054.7,67.38000000000011,2.8002543418903634,0.6752136752136753,1.0288092764330883,19.99,Large,759.6199999999999
9552,M S WALKER INC,32592,Mionetto Frizzante Prosecco,11.56,16.99,750.0,198,2288.88,127.0,2411.73,1443.2399999999998,14.09,55551.82,122.84999999999991,5.09385378960331,0.6414141414141414,1.0536725385341301,11.56,Large,820.76
17035,PERNOD RICARD USA,3811,Absolut Spark Vodka,12.68,16.99,750.0,180,2282.4,226.0,4009.74,2124.81,178.11,123780.22,1727.3399999999997,43.07860360023343,1.2555555555555555,1.7568086225026287,12.68,Large,-583.28
4425,MARTIGNETTI COMPANIES,82,Hundred Acre Ark Vy Cab Svgn,248.34,374.99,750.0,9,2235.06,9.0,3374.91,1499.96,1.01,144929.24,1139.85,33.774233979572784,1.0,1.5099863090923733,248.34,Medium,0.0
4425,MARTIGNETTI COMPANIES,23074,Madrigal Cab Svgn,13.69,19.99,750.0,163,2231.47,140.0,2798.6,819.5899999999999,15.66,144929.24,567.1300000000001,20.264775244765243,0.8588957055214724,1.2541508512325956,13.69,Large,314.87
4425,MARTIGNETTI COMPANIES,46485,Shafer Merlot Napa,35.94,54.99,750.0,61,2192.3399999999997,44.0,2463.56,1455.74,4.87,144929.24,271.22000000000025,11.009271136079505,0.7213114754098361,1.1237125628324076,35.94,Large,610.98
9165,ULTRA BEVERAGE COMPANY LLP,15549,CastelGiocondo Brunello 07,27.58,39.99,750.0,79,2178.8199999999997,85.0,3399.15,1559.6100000000001,9.47,68054.7,1220.3300000000004,35.90103408204993,1.0759493670886076,1.5600875703362374,27.579999999999995,Large,-165.48
9165,ULTRA BEVERAGE COMPANY LLP,2636,Nikka Whisky Taketsuru 12 Yr,48.83,68.99,750.0,44,2148.52,39.0,2630.61,1682.75,30.77,68054.7,482.09000000000015,18.326167694945283,0.8863636363636364,1.2243823655353454,48.83,Large,244.14999999999998
4425,MARTIGNETTI COMPANIES,23840,Roth Est Red Heritage Sonoma,11.68,17.99,750.0,160,1868.8,124.0,2230.7599999999998,1025.4299999999998,13.8,144929.24,361.9599999999998,16.22586024493894,0.775,1.1936857876712328,11.68,Large,420.48
388,ATLANTIC IMPORTING COMPANY,2119,Glendalough 13 Yr Sngle Malt,66.4,89.99,750.0,27,1792.8,25.0,2134.75,1624.81,19.72,211.74,341.95000000000005,16.018269118163722,0.9259259259259259,1.190735162873717,66.39999999999999,Large,132.8
3089,SIDNEY FRANK IMPORTING CO,9066,American Harvest Organic,24.42,31.99,1750.0,73,1782.66,84.0,2687.16,1375.57,154.35,8549.55,904.4999999999998,33.660072344036074,1.1506849315068493,1.5073878361549593,24.42,Large,-268.62
9552,M S WALKER INC,23357,Saddleback Clrs 09 Cab Svgn,24.51,37.99,750.0,72,1764.72,182.0,6914.18,3191.1600000000003,20.27,55551.82,5149.46,74.47679985189856,2.5277777777777777,3.918003989301419,24.51,Large,-2696.1000000000004
9625,WESTERN SPIRITS BEVERAGE CO,2843,Calumet Farm Bourbon VAP,31.15,45.99,750.0,56,1744.4,50.0,2300.5,1126.75,39.410000000000004,1933.19,556.0999999999999,24.1730058682895,0.8928571428571429,1.3187915615684476,31.150000000000002,Large,186.89999999999998
2561,EDRINGTON AMERICAS,2096,The Macallan Edition No 1,78.12,99.99,750.0,22,1718.64,30.0,2999.7,1999.8,23.650000000000002,9654.5,1281.0599999999997,42.7062706270627,1.3636363636363635,1.745391705069124,78.12,Large,-624.96
1703,ALISA CARR BEVERAGES,90014,Ch Giscours Margaux 12,40.78,61.99,750.0,42,1712.76,30.0,1859.7,805.87,3.3400000000000003,172.0,146.94000000000005,7.90127439909663,0.7142857142857143,1.0857913543053317,40.78,Large,489.36
1392,CONSTELLATION BRANDS INC,2153,Black Velvet Cinnamon Rush,6.61,8.99,750.0,256,1692.1599999999999,208.0,2077.92,1508.49,163.98,79528.99,385.7600000000002,18.564718564718575,0.8125,1.2279689863842664,6.609999999999999,Large,317.28000000000003
10754,PERFECTA WINES,35989,Ch Haut Brion 10,844.15,1664.99,750.0,2,1688.3,4.0,5199.96,1299.99,0.45,28720.52,3511.66,67.53244255725043,2.0,3.0799976307528283,844.15,Small,-1688.3
7153,PINE STATE TRADING CO,22944,Talbot St Julien 10,165.58,254.99,1500.0,10,1655.8000000000002,9.0,2294.91,1274.95,2.02,15884.82,639.1099999999997,27.849022401749945,0.9,1.3859826065949992,165.58,Medium,165.58
9165,ULTRA BEVERAGE COMPANY LLP,2874,Hirsch 20 Yr American Whisky,51.46,69.99,750.0,31,1595.26,95.0,4849.05,1129.79,74.84,68054.7,3253.79,67.10159722007403,3.064516129032258,3.0396612464425865,51.46,Large,-3293.44
3664,WILLIAM GRANT & SONS INC,1300,Ladyburn 41 Yr Old Scotch,1550.38,1999.99,750.0,1,1550.38,2.0,3999.98,3999.98,1.58,30234.420000000002,2449.6,61.240306201531006,2.0,2.5799997419987357,1550.38,Small,-1550.38
4425,MARTIGNETTI COMPANIES,21731,Ch Moulin de la Rose St-Juln,45.94,67.99,750.0,33,1516.02,30.0,2039.6999999999998,747.89,3.35,144929.24,523.6799999999998,25.674363877040733,0.9090909090909091,1.3454307990659753,45.94,Large,137.82
9165,ULTRA BEVERAGE COMPANY LLP,17281,Ch Magrez Fombrauge 09,89.03,183.99,750.0,17,1513.51,13.0,1689.8700000000001,259.98,1.46,68054.7,176.36000000000013,10.436305751329991,0.7647058823529411,1.1165238419303474,89.03,Medium,356.12
4425,MARTIGNETTI COMPANIES,21693,Chalk Hill Pnt Nr RRV,23.17,34.99,750.0,65,1506.0500000000002,53.0,1854.47,1154.67,5.890000000000001,144929.24,348.41999999999985,18.788117359676882,0.8153846153846154,1.2313469008333056,23.17,Large,278.04
6213,MHW LTD,4511,Camus Extra Elegance,249.99,339.99,750.0,6,1499.94,5.0,1699.95,1019.97,3.94,9621.58,200.01,11.76564016588723,0.8333333333333334,1.1333453338133526,249.99,Small,249.99
12546,JIM BEAM BRANDS COMPANY,2953,Bowmore Mizurana,746.26,999.99,750.0,2,1492.52,3.0,2999.97,999.99,2.36,123880.97,1507.4499999999998,50.24883582169155,1.5,2.010003216037306,746.26,Small,-746.26
4425,MARTIGNETTI COMPANIES,2747,Speymalt Macallan 1993 20 Yr,123.07,159.99,750.0,12,1476.84,21.0,3359.79,1279.92,16.54,144929.24,1882.95,56.04368130150992,1.75,2.2749857804501503,123.07,Medium,-1107.6299999999999
9552,M S WALKER INC,23353,Parducci True Grit 11 Cab Sv,10.95,15.99,750.0,132,1445.4,182.0,2910.18,1599.0,20.2,55551.82,1464.7799999999997,50.332969094695166,1.378787878787879,2.0134080531340803,10.950000000000001,Large,-547.5
4425,MARTIGNETTI COMPANIES,20693,Daou Cab Svgn,13.24,32.99,750.0,109,1443.16,128.0,2558.72,639.68,14.34,144929.24,1115.5599999999997,43.59836168084041,1.1743119266055047,1.772998142964051,13.24,Large,-251.56
8352,LUXCO INC,1009,Rebel Yell Variety Pack,38.75,49.99,750.0,37,1433.75,44.0,2049.56,1510.68,34.660000000000004,10261.6,615.81,30.04596108433029,1.1891891891891893,1.4295100261551874,38.75,Large,-271.25
4425,MARTIGNETTI COMPANIES,22509,Alderbrook Pnt Nr RRV,12.07,17.99,750.0,118,1424.26,177.0,3184.23,1906.9399999999998,19.63,144929.24,1759.97,55.27144710024088,1.5,2.235708367854184,12.07,Large,-712.13
4425,MARTIGNETTI COMPANIES,18098,Shafer Hillside Cab Svgn,157.89,239.99,750.0,9,1421.01,6.0,1469.94,979.96,0.67,144929.24,48.930000000000064,3.3287072941752767,0.6666666666666666,1.034433255219879,157.89,Medium,473.66999999999996
9165,ULTRA BEVERAGE COMPANY LLP,3978,Square One Bergamot Organic,19.69,29.99,750.0,72,1417.68,111.0,2464.89,991.56,87.46,68054.7,1047.2099999999998,42.48506018524152,1.5416666666666667,1.7386786863043844,19.69,Large,-767.9100000000001
2000,SOUTHERN WINE & SPIRITS NE,23279,Turnbull Syrah 11,16.44,24.99,750.0,86,1413.8400000000001,125.0,3123.75,1799.28,13.89,19016.59,1709.9099999999999,54.73901560624249,1.4534883720930232,2.209408419623154,16.44,Large,-641.1600000000001
1392,CONSTELLATION BRANDS INC,2689,Black Velvet Reserve,14.72,18.99,1750.0,94,1383.68,117.0,2221.83,1614.1499999999999,215.11,79528.99,838.1499999999999,37.72340818154404,1.2446808510638299,1.6057397664199813,14.72,Large,-338.56
10754,PERFECTA WINES,21431,Ch Pape Clement Pess leognan,60.12,116.99,750.0,23,1382.76,17.0,1563.8300000000002,459.95,1.9000000000000001,28720.52,181.07000000000016,11.578624275017114,0.7391304347826086,1.130948248430675,60.12,Large,360.71999999999997
3252,E & J GALLO WINERY,4150,Shellback Spiced Rum,8.63,11.99,750.0,159,1372.17,222.0,2877.78,464.67,174.84,61966.91,1505.6100000000001,52.318453808143786,1.3962264150943395,2.0972474256105293,8.63,Large,-543.69
1128,BROWN-FORMAN CORP,7219,Herradura Reposado NHSLC,30.46,45.99,750.0,45,1370.7,74.0,3403.26,2253.51,8.19,68601.68,2032.5600000000002,59.723911778706295,1.6444444444444444,2.4828627708470123,30.46,Large,-883.34
4425,MARTIGNETTI COMPANIES,23105,DeLille Cellars D2,28.18,41.99,750.0,48,1352.64,34.0,1427.66,797.8100000000001,3.7800000000000002,144929.24,75.01999999999998,5.2547525321154875,0.7083333333333334,1.0554619115211734,28.180000000000003,Large,394.52
9165,ULTRA BEVERAGE COMPANY LLP,2384,Old Tahoe Straight Rye,31.24,39.99,750.0,41,1280.8400000000001,63.0,1826.37,637.78,49.64,68054.7,545.5299999999997,29.869632111784565,1.5365853658536586,1.4259158052528027,31.240000000000002,Large,-687.28
6213,MHW LTD,5629,RumChata Liqueur,7.02,8.99,300.0,181,1270.62,326.0,2930.7400000000002,2220.53,103.58,9621.58,1660.1200000000003,56.64507939974205,1.8011049723756907,2.3065432623443676,7.02,Large,-1017.9
8352,LUXCO INC,1021,St Brendans Peppermint Bark,10.76,13.99,750.0,115,1237.4,119.0,1338.81,575.49,93.75,10261.6,101.40999999999985,7.574637177792208,1.0347826086956522,1.081954097300792,10.760000000000002,Large,-43.04
4425,MARTIGNETTI COMPANIES,23076,Madrigal Znfdl,9.08,13.99,750.0,136,1234.8799999999999,102.0,1426.98,699.5,11.36,144929.24,192.10000000000014,13.46199666428402,0.75,1.1555616740088106,9.079999999999998,Large,308.72
480,BACARDI USA INC,4160,Bacardi Gran Reserva Maestro,15.5,24.99,750.0,79,1224.5,86.0,1814.1399999999999,1404.34,67.82000000000001,89286.27,589.6399999999999,32.502452952914325,1.0886075949367089,1.4815353205389954,15.5,Large,-108.5
9165,ULTRA BEVERAGE COMPANY LLP,25286,A Bichot Morgon Les Charmes,12.83,18.99,750.0,94,1206.02,79.0,1490.2099999999998,751.5999999999999,8.780000000000001,68054.7,284.1899999999998,19.070466578535903,0.8404255319148937,1.2356428583273908,12.83,Large,192.45
10754,PERFECTA WINES,36070,Ch Cos D'Estournel 10,240.26,499.99,750.0,5,1201.3,15.0,5369.85,715.98,1.6900000000000002,28720.52,4168.55,77.62879782489269,3.0,4.470032464829768,240.26,Small,-2402.6
3960,DIAGEO NORTH AMERICA INC,86,Don Julio Real Tequila,236.21,299.99,750.0,5,1181.05,4.0,1199.96,899.97,3.1500000000000004,257032.07,18.910000000000082,1.575885862862102,0.8,1.0160111764954913,236.20999999999998,Small,236.21
3960,DIAGEO NORTH AMERICA INC,3070,Peligroso Reposado Tequila,16.53,29.99,750.0,71,1173.63,51.0,1217.49,337.84999999999997,40.16,257032.07,43.8599999999999,3.602493654978677,0.7183098591549296,1.0373712328416962,16.53,Large,330.6
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,35.33,46.99,1750.0,33,1165.89,34.0,1597.66,1409.7,62.52,89286.27,431.77,27.0251492808232,1.0303030303030303,1.3703351088010018,35.330000000000005,Large,-35.33
516,BANFI PRODUCTS CORP,23079,Bolla Torr'Alta Veronese Ros,10.06,14.99,750.0,114,1146.8400000000001,85.0,1614.1499999999999,75.96,9.57,8510.41,467.3099999999997,28.950840999907058,0.7456140350877193,1.4074761954588257,10.06,Large,291.74
1128,BROWN-FORMAN CORP,2131,Jack Daniels No 7 Black Trav,10.15,12.99,375.0,111,1126.65,615.0,7988.85,5118.06,241.31,68601.68,6862.200000000001,85.89721924932876,5.54054054054054,7.090800159765677,10.15,Large,-5115.6
7245,PROXIMO SPIRITS INC.,2859,Bushmills Irish Honey,12.94,17.99,750.0,86,1112.84,118.0,2532.8199999999997,1773.1699999999998,93.02,38994.78,1419.9799999999998,56.063202280462086,1.372093023255814,2.2759965493691814,12.94,Large,-414.08
17035,PERNOD RICARD USA,5169,Kahlua Hazelnut,12.2,18.99,750.0,91,1110.2,122.0,1840.78,782.0,96.14,123780.22,730.5799999999999,39.688610263040665,1.3406593406593406,1.6580616105206267,12.200000000000001,Large,-378.2
2561,EDRINGTON AMERICAS,2112,Cutty Sark Prohibition,15.55,26.99,750.0,71,1104.05,70.0,1499.3,1226.4299999999998,55.2,9654.5,395.25,26.362302407790306,0.9859154929577465,1.358000090575608,15.549999999999999,Large,15.55
4425,MARTIGNETTI COMPANIES,16824,Adissat Lirac,13.15,19.99,750.0,82,1078.3,72.0,1439.28,559.7199999999999,8.03,144929.24,360.98,25.080595853482297,0.8780487804878049,1.334767689882222,13.149999999999999,Large,131.5
8673,STE MICHELLE WINE ESTATES,37421,Stags Leap Csk 23 Cab Svgn,107.14,164.99,750.0,10,1071.4,10.0,1649.9,989.94,1.11,15919.7,578.5,35.06273107461058,1.0,1.5399477319395183,107.14000000000001,Medium,0.0
3664,WILLIAM GRANT & SONS INC,2714,Glenfiddich The Original,76.33,99.99,750.0,14,1068.6200000000001,26.0,2599.74,799.92,20.490000000000002,30234.420000000002,1531.1199999999997,58.89512028125888,1.8571428571428572,2.432801182833935,76.33000000000001,Medium,-915.96
9165,ULTRA BEVERAGE COMPANY LLP,23383,Vivanco Rioja Rsva 08,11.48,16.99,750.0,91,1044.68,113.0,1919.87,1121.34,12.55,68054.7,875.1899999999998,45.58589904524785,1.2417582417582418,1.8377589309645057,11.48,Large,-252.56
8892,TRINCHERO FAMILY ESTATES,43747,Terra D'Oro Pnt Grigio,7.89,12.99,750.0,132,1041.48,99.0,1187.01,83.93,11.13,11595.97,145.52999999999997,12.260216847372808,0.75,1.1397338403041826,7.890000000000001,Large,260.37
9165,ULTRA BEVERAGE COMPANY LLP,22230,Glam Prosecco,8.96,12.99,750.0,115,1030.4,67.0,1071.33,655.59,7.42,68054.7,40.929999999999836,3.8204848179365682,0.5826086956521739,1.0397224378881986,8.96,Large,430.08000000000004
2561,EDRINGTON AMERICAS,2530,The Macallan 17Yr Old Scotch,170.36,229.99,750.0,6,1022.1600000000001,7.0,1669.93,1209.95,5.52,9654.5,647.77,38.790248693058984,1.1666666666666667,1.6337266181419738,170.36,Small,-170.36
3960,DIAGEO NORTH AMERICA INC,2392,Crown Royal 75th Anniversary,50.72,69.99,750.0,20,1014.4,19.0,1329.81,769.89,14.97,257032.07,315.40999999999997,23.718425940547895,0.95,1.310932570977918,50.72,Large,50.72
4425,MARTIGNETTI COMPANIES,24766,Tenshen Red,10.27,27.99,750.0,98,1006.4599999999999,186.0,2788.14,464.69,20.880000000000003,144929.24,1781.6799999999998,63.90209960762372,1.8979591836734695,2.770244222323788,10.27,Large,-903.76
90037,THE PIERPONT GROUP LLC,2163,Sloane's Gin,14.38,24.99,750.0,67,963.46,67.0,1349.33,769.6199999999999,52.83,27.98,385.8699999999999,28.597155625384445,1.0,1.4005044319432045,14.38,Large,0.0
4425,MARTIGNETTI COMPANIES,23662,Dom Cachot Monot Ct Nuits,17.99,26.99,750.0,53,953.47,40.0,1079.6,404.84999999999997,4.46,144929.24,126.12999999999988,11.68303075213041,0.7547169811320755,1.1322852318373937,17.990000000000002,Large,233.86999999999998
17035,PERNOD RICARD USA,2660,Jameson Rarest Vintage Rsv,229.0,299.99,750.0,4,916.0,4.0,1199.96,1199.96,3.16,123780.22,283.96000000000004,23.664122137404583,1.0,1.31,229.0,Small,0.0
4425,MARTIGNETTI COMPANIES,24936,T-Vine Petite Sirah Napa,9.67,14.99,750.0,94,908.98,155.0,2323.45,479.68,17.39,144929.24,1414.4699999999998,60.87800469129957,1.648936170212766,2.556106845035094,9.67,Large,-589.87
17035,PERNOD RICARD USA,8943,Malibu Rum Sparkler RTD,7.74,13.99,750.0,116,897.84,98.0,979.02,569.4300000000001,77.21,123780.22,81.17999999999995,8.291965434822572,0.8448275862068966,1.0904170008019245,7.74,Large,139.32
7245,PROXIMO SPIRITS INC.,3738,Three Olives Chocolate Vodka,9.29,11.99,750.0,96,891.84,111.0,1391.89,751.4,87.41,38994.78,500.05000000000007,35.925971161514205,1.15625,1.5606947434517402,9.290000000000001,Large,-139.35
90011,FORTUNE WINE BROKERS LLC,2484,Tatoosh Bourbon,36.95,50.99,750.0,24,886.8,18.0,933.82,780.85,14.200000000000001,238.60999999999999,47.020000000000095,5.035231629221916,0.75,1.053022101939558,36.949999999999996,Large,221.70000000000002
480,BACARDI USA INC,3778,Grey Goose Le Citron Vodka,34.3,46.99,1750.0,25,857.5,31.0,1456.69,1221.74,57.02,89286.27,599.19,41.13366605111589,1.24,1.6987638483965015,34.3,Large,-205.79999999999998
4425,MARTIGNETTI COMPANIES,21386,Segal's Cab Svgn Spcl Rsv Ga,13.54,20.99,750.0,63,853.02,59.0,1238.4099999999999,356.83,6.61,144929.24,385.3899999999999,31.11974225014332,0.9365079365079365,1.4517947996529974,13.54,Large,54.16
1392,CONSTELLATION BRANDS INC,3785,Svedka Orange Cream Pop,6.98,12.99,750.0,122,851.5600000000001,108.0,1024.92,588.38,85.12,79528.99,173.36,16.914490887093628,0.8852459016393442,1.2035793132603692,6.98,Large,97.72
4425,MARTIGNETTI COMPANIES,41575,Neyers Conn Vly Cab Svgn,33.77,55.99,750.0,25,844.25,17.0,901.83,590.89,1.8800000000000001,144929.24,57.58000000000004,6.384795360544675,0.68,1.0682025466390288,33.77,Large,270.16
10754,PERFECTA WINES,20517,Hauts de Smith Rouge Pessac,22.81,35.99,750.0,36,821.1600000000001,30.0,1079.7,575.84,3.3200000000000003,28720.52,258.53999999999996,23.945540427896635,0.8333333333333334,1.3148472892006429,22.810000000000002,Large,136.85999999999999
11567,CAMPARI AMERICA,3928,Barcraft Watermelon Fresca V,9.52,15.99,750.0,86,818.72,75.0,899.25,647.46,59.13,20964.81,80.52999999999997,8.955240478176254,0.872093023255814,1.098360855970295,9.52,Large,104.72
10754,PERFECTA WINES,22028,Gramercy Clrs Grenache,34.01,49.99,750.0,24,816.24,22.0,1099.78,449.91,2.45,28720.52,283.53999999999996,25.781519940351703,0.9166666666666666,1.3473733215720867,34.01,Large,68.02
2561,EDRINGTON AMERICAS,4575,Brugal XV Rum,19.37,24.99,750.0,41,794.17,83.0,2074.17,1049.58,65.41,9654.5,1280.0,61.71143156057604,2.024390243902439,2.6117455960310765,19.369999999999997,Large,-813.5400000000001
8673,STE MICHELLE WINE ESTATES,31323,Villa Maria Clr Slct Svgn Bl,10.88,15.99,750.0,72,783.36,52.0,831.48,47.97,5.8500000000000005,15919.7,48.120000000000005,5.787270890460385,0.7222222222222222,1.0614276960784315,10.88,Large,217.60000000000002
9552,M S WALKER INC,25179,Grahams 1977 Vintage Port,129.79,195.99,750.0,6,778.74,4.0,783.96,195.99,0.45,55551.82,5.220000000000027,0.6658502984846201,0.6666666666666666,1.0067031358348102,129.79,Small,259.58
90011,FORTUNE WINE BROKERS LLC,44895,Rain Svgn Bl Marlboro,10.66,16.99,750.0,72,767.52,48.0,803.52,66.96,5.4,238.60999999999999,36.0,4.480286738351254,0.6666666666666666,1.0469043151969981,10.66,Large,255.84
10754,PERFECTA WINES,22022,Lower East Side Cab Svgn,21.91,34.99,750.0,35,766.85,25.0,872.75,417.88,2.79,28720.52,105.89999999999998,12.134059008879975,0.7142857142857143,1.1380974114885571,21.91,Large,219.1
17035,PERNOD RICARD USA,1181,Kahlua Peppermint Mocha,11.02,13.99,750.0,69,760.38,70.0,1373.3,806.5899999999999,55.17,123780.22,612.92,44.63118036845554,1.0144927536231885,1.8060706488860832,11.02,Large,-11.02
7239,REMY COINTREAU USA INC,843,Mount Gay Eclipse Silver Rum,17.55,22.99,750.0,43,754.65,42.0,965.5799999999999,45.98,33.07,16978.67,210.92999999999995,21.844901509973276,0.9767441860465116,1.2795070562512423,17.55,Large,17.55
11567,CAMPARI AMERICA,8010,Wild Turkey Forgiven,39.28,54.99,750.0,19,746.32,18.0,989.82,824.85,14.190000000000001,20964.81,243.5,24.600432401850842,0.9473684210526315,1.326267552792368,39.28,Medium,39.28
1128,BROWN-FORMAN CORP,1051,Woodford Reserve MC 1838,74.62,99.99,750.0,10,746.2,12.0,1159.8799999999999,1159.8799999999999,9.48,68601.68,413.67999999999984,35.665758526744135,1.2,1.5543822031626908,74.62,Medium,-149.24
4425,MARTIGNETTI COMPANIES,25341,Bollinger R.D. 2002,185.42,279.99,750.0,4,741.68,4.0,1119.96,559.98,0.45,144929.24,378.2800000000001,33.7762062930819,1.0,1.5100312803365334,185.42,Small,0.0
10754,PERFECTA WINES,20252,Round Pond Est Cab Rutherfrd,29.6,44.99,750.0,25,740.0,21.0,1250.79,410.93,2.35,28720.52,510.78999999999996,40.83739076903397,0.84,1.6902567567567568,29.6,Large,118.4
1590,DIAGEO CHATEAU ESTATE WINES,17377,BV Beaurouge Red,10.13,14.99,750.0,73,739.49,82.0,1229.18,389.74,9.16,7259.75,489.69000000000005,39.83875429147887,1.1232876712328768,1.6621996240652341,10.13,Large,-91.17
2000,SOUTHERN WINE & SPIRITS NE,24312,Ch Clos Fourtet 12 St-Emilin,67.11,99.99,750.0,11,738.21,8.0,799.92,599.9399999999999,0.88,19016.59,61.70999999999992,7.714521452145205,0.7272727272727273,1.0835940992400535,67.11,Medium,201.32999999999998
10000,MAJESTIC FINE WINES,25027,KJ 12 Vintners Rsv Cab Svgn,61.37,88.99,3000.0,12,736.44,12.0,1067.88,88.99,5.4,17587.59,331.44000000000005,31.03719519047084,1.0,1.4500570311226983,61.370000000000005,Medium,0.0
12546,JIM BEAM BRANDS COMPANY,4060,Sauza Cucumber Chili Tequila,9.35,14.99,750.0,77,719.95,89.0,1032.6100000000001,590.51,70.17,123880.97,312.6600000000001,30.27861438490815,1.155844155844156,1.4342801583443296,9.350000000000001,Large,-112.19999999999999
4425,MARTIGNETTI COMPANIES,24285,Dom Clavel Languedoc,9.03,13.99,750.0,79,713.37,79.0,1105.21,335.76,8.84,144929.24,391.84000000000003,35.453895639742676,1.0,1.549280177187154,9.03,Large,0.0
10754,PERFECTA WINES,18740,Robert Sinskey Aries Pnt Nr,19.6,30.99,750.0,36,705.5999999999999,24.0,755.76,326.90000000000003,2.68,28720.52,50.16000000000008,6.637027627818366,0.6666666666666666,1.0710884353741499,19.599999999999998,Large,235.20000000000002
10754,PERFECTA WINES,21444,Ch Palmer Margaux,232.87,339.99,750.0,3,698.61,3.0,1019.97,339.99,0.34,28720.52,321.36,31.50680902379482,1.0,1.4599991411517155,232.87,Small,0.0
4425,MARTIGNETTI COMPANIES,24244,Ch Corconnac Svgn Bl,14.47,21.99,750.0,48,694.56,75.0,1799.25,431.82,8.39,144929.24,1104.69,61.397248853689035,1.5625,2.590488942639945,14.469999999999999,Large,-390.69
